episode,total_return,sparse_return,built_in_shaped_return,custom_shaped_return,shaped_return,deliveries
0,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
1,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
2,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
3,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
4,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
5,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
6,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
7,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
8,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
9,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
10,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
11,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
12,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
13,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
14,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
15,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
16,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
17,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
18,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
19,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
20,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
21,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
22,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
23,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
24,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
25,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
26,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
27,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
28,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
29,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
30,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
31,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
32,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
33,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
34,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
35,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
36,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
37,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
38,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
39,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
40,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
41,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
42,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
43,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
44,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
45,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
46,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
47,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
48,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
49,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
50,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
51,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
52,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
53,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
54,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
55,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
56,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
57,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
58,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
59,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
60,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
61,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
62,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
63,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
64,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
65,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
66,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
67,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
68,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
69,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
70,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
71,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
72,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
73,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
74,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
75,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
76,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
77,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
78,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
79,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
80,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
81,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
82,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
83,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
84,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
85,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
86,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
87,6.067999999999683,0.0,15.0,-8.932000000000041,6.067999999999959,0.0
