episode,total_return,sparse_return,built_in_shaped_return,custom_shaped_return,shaped_return,deliveries
0,25.8,0.0,23.0,2.8,25.8,0.0
1,25.8,0.0,23.0,2.8,25.8,0.0
2,25.8,0.0,23.0,2.8,25.8,0.0
3,25.8,0.0,23.0,2.8,25.8,0.0
4,25.8,0.0,23.0,2.8,25.8,0.0
5,25.8,0.0,23.0,2.8,25.8,0.0
6,25.8,0.0,23.0,2.8,25.8,0.0
7,25.8,0.0,23.0,2.8,25.8,0.0
8,25.8,0.0,23.0,2.8,25.8,0.0
9,25.8,0.0,23.0,2.8,25.8,0.0
10,25.8,0.0,23.0,2.8,25.8,0.0
11,25.8,0.0,23.0,2.8,25.8,0.0
12,25.8,0.0,23.0,2.8,25.8,0.0
13,25.8,0.0,23.0,2.8,25.8,0.0
14,25.8,0.0,23.0,2.8,25.8,0.0
15,25.8,0.0,23.0,2.8,25.8,0.0
16,25.8,0.0,23.0,2.8,25.8,0.0
17,25.8,0.0,23.0,2.8,25.8,0.0
18,25.8,0.0,23.0,2.8,25.8,0.0
19,25.8,0.0,23.0,2.8,25.8,0.0
20,25.8,0.0,23.0,2.8,25.8,0.0
21,25.8,0.0,23.0,2.8,25.8,0.0
22,25.8,0.0,23.0,2.8,25.8,0.0
23,25.8,0.0,23.0,2.8,25.8,0.0
24,25.8,0.0,23.0,2.8,25.8,0.0
25,25.8,0.0,23.0,2.8,25.8,0.0
26,25.8,0.0,23.0,2.8,25.8,0.0
27,25.8,0.0,23.0,2.8,25.8,0.0
28,25.8,0.0,23.0,2.8,25.8,0.0
29,25.8,0.0,23.0,2.8,25.8,0.0
30,25.8,0.0,23.0,2.8,25.8,0.0
31,25.8,0.0,23.0,2.8,25.8,0.0
32,25.8,0.0,23.0,2.8,25.8,0.0
33,25.8,0.0,23.0,2.8,25.8,0.0
34,25.8,0.0,23.0,2.8,25.8,0.0
35,25.8,0.0,23.0,2.8,25.8,0.0
36,25.8,0.0,23.0,2.8,25.8,0.0
37,25.8,0.0,23.0,2.8,25.8,0.0
38,25.8,0.0,23.0,2.8,25.8,0.0
39,25.8,0.0,23.0,2.8,25.8,0.0
40,25.8,0.0,23.0,2.8,25.8,0.0
41,25.8,0.0,23.0,2.8,25.8,0.0
42,25.8,0.0,23.0,2.8,25.8,0.0
43,25.8,0.0,23.0,2.8,25.8,0.0
44,25.8,0.0,23.0,2.8,25.8,0.0
45,25.8,0.0,23.0,2.8,25.8,0.0
46,25.8,0.0,23.0,2.8,25.8,0.0
47,25.8,0.0,23.0,2.8,25.8,0.0
48,25.8,0.0,23.0,2.8,25.8,0.0
49,25.8,0.0,23.0,2.8,25.8,0.0
50,25.8,0.0,23.0,2.8,25.8,0.0
51,25.8,0.0,23.0,2.8,25.8,0.0
52,25.8,0.0,23.0,2.8,25.8,0.0
53,25.8,0.0,23.0,2.8,25.8,0.0
54,25.8,0.0,23.0,2.8,25.8,0.0
55,25.8,0.0,23.0,2.8,25.8,0.0
56,25.8,0.0,23.0,2.8,25.8,0.0
57,25.8,0.0,23.0,2.8,25.8,0.0
58,25.8,0.0,23.0,2.8,25.8,0.0
59,25.8,0.0,23.0,2.8,25.8,0.0
60,25.8,0.0,23.0,2.8,25.8,0.0
61,25.8,0.0,23.0,2.8,25.8,0.0
62,25.8,0.0,23.0,2.8,25.8,0.0
63,25.8,0.0,23.0,2.8,25.8,0.0
64,25.8,0.0,23.0,2.8,25.8,0.0
65,25.8,0.0,23.0,2.8,25.8,0.0
66,25.8,0.0,23.0,2.8,25.8,0.0
67,25.8,0.0,23.0,2.8,25.8,0.0
68,25.8,0.0,23.0,2.8,25.8,0.0
69,25.8,0.0,23.0,2.8,25.8,0.0
70,25.8,0.0,23.0,2.8,25.8,0.0
71,25.8,0.0,23.0,2.8,25.8,0.0
72,25.8,0.0,23.0,2.8,25.8,0.0
73,25.8,0.0,23.0,2.8,25.8,0.0
74,25.8,0.0,23.0,2.8,25.8,0.0
75,25.8,0.0,23.0,2.8,25.8,0.0
76,25.8,0.0,23.0,2.8,25.8,0.0
77,25.8,0.0,23.0,2.8,25.8,0.0
78,25.8,0.0,23.0,2.8,25.8,0.0
79,25.8,0.0,23.0,2.8,25.8,0.0
80,25.8,0.0,23.0,2.8,25.8,0.0
81,25.8,0.0,23.0,2.8,25.8,0.0
82,25.8,0.0,23.0,2.8,25.8,0.0
83,25.8,0.0,23.0,2.8,25.8,0.0
84,25.8,0.0,23.0,2.8,25.8,0.0
85,25.8,0.0,23.0,2.8,25.8,0.0
86,25.8,0.0,23.0,2.8,25.8,0.0
87,25.8,0.0,23.0,2.8,25.8,0.0
88,25.8,0.0,23.0,2.8,25.8,0.0
89,25.8,0.0,23.0,2.8,25.8,0.0
90,25.8,0.0,23.0,2.8,25.8,0.0
91,25.8,0.0,23.0,2.8,25.8,0.0
92,25.8,0.0,23.0,2.8,25.8,0.0
93,25.8,0.0,23.0,2.8,25.8,0.0
94,25.8,0.0,23.0,2.8,25.8,0.0
95,25.8,0.0,23.0,2.8,25.8,0.0
96,25.8,0.0,23.0,2.8,25.8,0.0
97,25.8,0.0,23.0,2.8,25.8,0.0
98,25.8,0.0,23.0,2.8,25.8,0.0
99,25.8,0.0,23.0,2.8,25.8,0.0
