episode,total_return,sparse_return,built_in_shaped_return,custom_shaped_return,shaped_return,deliveries
0,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
1,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
2,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
3,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
4,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
5,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
6,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
7,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
8,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
9,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
10,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
11,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
12,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
13,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
14,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
15,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
16,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
17,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
18,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
19,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
20,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
21,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
22,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
23,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
24,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
25,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
26,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
27,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
28,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
29,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
30,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
31,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
32,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
33,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
34,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
35,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
36,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
37,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
38,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
39,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
40,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
41,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
42,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
43,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
44,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
45,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
46,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
47,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
48,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
49,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
50,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
51,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
52,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
53,448.7999999999998,220.0,204.0,24.79999999999999,228.79999999999998,11.0
