episode,total_return,sparse_return,built_in_shaped_return,custom_shaped_return,shaped_return,deliveries
0,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
1,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
2,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
3,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
4,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
5,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
6,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
7,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
8,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
9,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
10,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
11,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
12,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
13,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
14,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
15,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
16,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
17,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
18,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
19,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
20,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
21,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
22,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
23,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
24,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
25,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
26,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
27,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
28,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
29,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
30,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
31,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
32,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
33,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
34,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
35,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
36,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
37,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
38,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
39,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
40,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
41,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
42,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
43,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
44,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
45,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
46,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
47,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
48,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
49,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
50,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
51,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
52,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
53,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
54,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
55,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
56,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
57,481.9999999999998,240.0,216.0,25.99999999999999,242.0,12.0
