episode,total_return,sparse_return,built_in_shaped_return,custom_shaped_return,shaped_return,deliveries
0,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
1,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
2,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
3,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
4,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
5,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
6,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
7,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
8,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
9,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
10,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
11,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
12,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
13,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
14,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
15,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
16,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
17,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
18,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
19,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
20,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
21,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
22,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
23,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
24,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
25,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
26,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
27,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
28,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
29,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
30,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
31,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
32,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
33,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
34,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
35,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
36,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
37,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
38,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
39,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
40,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
41,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
42,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
43,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
44,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
45,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
46,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
47,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
48,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
49,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
50,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
51,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
52,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
53,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
54,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
55,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
56,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
57,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
58,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
59,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
60,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
61,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
62,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
63,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
64,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
65,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
66,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
67,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
68,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
69,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
70,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
71,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
72,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
73,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
74,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
75,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
76,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
77,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
78,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
79,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
80,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
81,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
82,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
83,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
84,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
85,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
86,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
87,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
88,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
89,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
90,482.5999999999995,240.0,219.0,23.59999999999998,242.59999999999997,12.0
